size,munkers_with_backtracking_time,fairxpy_time
5.0,0.26512908935546875,0.10001516342163086
10.0,0.24868106842041016,0.061480045318603516
15.0,0.41590213775634766,0.07233405113220215
20.0,0.23787808418273926,0.07749295234680176
